UserID,ProductID,Rating,ReviewCount,Category,Brand,Name,Price,ImageURL,Description,Tags
3.0,81.0,4.7,98,"home, decor, candles, home, fragrance, oil, diffusers",air wick,air wick essential mist refill 1ct woodland pine fall scent essential oils diffuser refill air freshener fall decor,812,https://i5.walmartimages.com/asr/be645080-518e-4c7a-b5ba-9b5e9c9d3cf6.482236e9c16da1b7070d5c0bbf7a152d.jpeg,,"home, decor, candles, home, fragrance, oil, diffusers, air, wick,"
5.0,42.0,4.3,926,"beauty, skin, care, facial, cleansers, face, wash, neutrogena, face, wash",neutrogena,ultra gentle foaming facial cleanser dry skin moisturizing 16 fl oz,824,https://i5.walmartimages.com/asr/5ad847d3-5388-4d07-82dd-d9bb76c9f5fb_1.17bac00b4f7902d1ff66c72f317af9ca.jpeg,neutrogena ultra gentle daily cleanser dermatologist developed daily cleansing sensitive skin uses skin friendly technology remove excess oil dirt makeup protecting skins natural moisture barrier extra gentle facial cleanser combines superior cleansing neutrogena technology maximum gentleness sensitive skin cleanser patented technology effective gentle formula removes impurities protecting skins natural moisture leave feeling soft dry tight unlike gentle sensitive skin cleansers leave residue neutrogena ultra gentle foaming facial cleanser rinses completely clean leaving skin feeling refreshed oil free soap free hypoallergenic non comedogenic daily cleanser free allergens irritating essential oils clinically proven gentle sensitive skin neutrogena ultra gentle daily cleanser gentle daily facial cleansing sensitive skin face wash effectively cleanses skin protecting natural moisture barrier effective gentle face cleanser helps thoroughly remove excess oil dirt makeup gentle foaming cleanser designed specifically sensitive skin skin conditions unlike cleansers leave residue daily face wash rinses completely clean clinically proven gentle sensitive skin free allergens irritating essential oils featuring oil free soap free hypoallergenic non comedogenic formula sensitive skin care dermatologist recommended brand foaming daily face wash leaves skin feeling soft clean,"beauty, skin, care, facial, cleansers, face, wash, neutrogena, face, wash, neutrogena, neutrogena, ultra, gentle, daily, cleanser, dermatologist, developed, daily, cleansing, sensitive, skin, uses, skin, friendly, technology, remove, excess, oil, dirt, makeup, protecting, skins, natural, moisture, barrier, extra, gentle, facial, cleanser, combines, superior, cleansing, neutrogena, technology, maximum, gentleness, sensitive, skin, cleanser, patented, technology, effective, gentle, formula, removes, impurities, protecting, skins, natural, moisture, leave, feeling, soft, dry, tight, unlike, gentle, sensitive, skin, cleansers, leave, residue, neutrogena, ultra, gentle, foaming, facial, cleanser, rinses, completely, clean, leaving, skin, feeling, refreshed, oil, free, soap, free, hypoallergenic, non, comedogenic, daily, cleanser, free, allergens, irritating, essential, oils, clinically, proven, gentle, sensitive, skin, neutrogena, ultra, gentle, daily, cleanser, gentle, daily, facial, cleansing, sensitive, skin, face, wash, effectively, cleanses, skin, protecting, natural, moisture, barrier, effective, gentle, face, cleanser, helps, thoroughly, remove, excess, oil, dirt, makeup, gentle, foaming, cleanser, designed, specifically, sensitive, skin, skin, conditions, unlike, cleansers, leave, residue, daily, face, wash, rinses, completely, clean, clinically, proven, gentle, sensitive, skin, free, allergens, irritating, essential, oils, featuring, oil, free, soap, free, hypoallergenic, non, comedogenic, formula, sensitive, skin, care, dermatologist, recommended, brand, foaming, daily, face, wash, leaves, skin, feeling, soft, clean"
70.0,71.0,4.8,20,"beauty, makeup, face, makeup, foundation, deep, foundation, shades",honeybee gardens,honeybee garden pressed mineral powder foundation sundance,835,https://i5.walmartimages.com/asr/1eb0cb9b-debc-4170-998a-aff930bad4e3_1.8754bf15b64be3f5b8a3c1cbbb8b9a54.jpeg,pressed mineral powder foundation versatile ll know functioned evens skin tone leaving natural silky finish soothing vitamin e gentle botanical extracts calm skin adjustable coverage heavy cakey worn foundation directly bare skin radiant finish refines complexion reduces shine use cotton puff kabuki brush customize finish talc free paraben free fragrance free oil free certified gluten free vegan pan pressed powder silver compact purchased separately packaging happier deeper shade tan mocha adjustable coverage heavy cakey refines complexion reduces shine vegan gluten free paraben free pan pressed powder silver compact purchased separately packaging happier planet,"beauty, makeup, face, makeup, foundation, deep, foundation, shades, honeybee, gardens, pressed, mineral, powder, foundation, versatile, ll, know, functioned, evens, skin, tone, leaving, natural, silky, finish, soothing, vitamin, e, gentle, botanical, extracts, calm, skin, adjustable, coverage, heavy, cakey, worn, foundation, directly, bare, skin, radiant, finish, refines, complexion, reduces, shine, use, cotton, puff, kabuki, brush, customize, finish, talc, free, paraben, free, fragrance, free, oil, free, certified, gluten, free, vegan, pan, pressed, powder, silver, compact, purchased, separately, packaging, happier, deeper, shade, tan, mocha, adjustable, coverage, heavy, cakey, refines, complexion, reduces, shine, vegan, gluten, free, paraben, free, pan, pressed, powder, silver, compact, purchased, separately, packaging, happier, planet"
1.0,41.0,3.5,88,"beauty, makeup, nails",maybelline,punk rock pink nail lacquer 023 fl oz glass bottle,839,https://i5.walmartimages.com/asr/52942c7a-b6e1-4ca8-993b-8365f9c8c649_1.51b53f7448f53b134b18b3f714ed3042.jpeg,trending official nail color mercedes benz fashion week new york long lasting nail polish chip color nail laquer straight shows easy flow brush formaldehyde dbp toluene new york color nail lacquer provides chip nail color straight shows easy flow brush formaldehyde dbp toluene free,"beauty, makeup, nails, maybelline, trending, official, nail, color, mercedes, benz, fashion, week, new, york, long, lasting, nail, polish, chip, color, nail, laquer, straight, shows, easy, flow, brush, formaldehyde, dbp, toluene, new, york, color, nail, lacquer, provides, chip, nail, color, straight, shows, easy, flow, brush, formaldehyde, dbp, toluene, free"
4.0,45.0,5.0,2,"beauty, hair, care, hair, styling, products, hair, gel",american crew,american crew firm hold styling hair gel 131 fl oz,847,https://i5.walmartimages.com/asr/7339f9d4-52ec-4ee0-bc46-ae1957102ea4_1.0fc1a303dc79877f8a7203e65cb2289e.jpeg,american crew firm hold styling gel provides long lasting hold style alcohol free gel dry hair feel stiff flaky hair look thicker enjoy soft natural shine makes styling easy firm hold crunch controls frizz adds shineamerican crew firm hold styling hair gel fl oz,"beauty, hair, care, hair, styling, products, hair, gel, american, crew, american, crew, firm, hold, styling, gel, provides, long, lasting, hold, style, alcohol, free, gel, dry, hair, feel, stiff, flaky, hair, look, thicker, enjoy, soft, natural, shine, makes, styling, easy, firm, hold, crunch, controls, frizz, adds, shineamerican, crew, firm, hold, styling, hair, gel, fl, oz"
37.0,8.0,3.7,31,"beauty, beauty, topic, mindful, beauty, mindful, beauty, cosmetics",burt bees,burts bees 100  natural moisturizing tinted lip oil caramel cloud 1 pen,855,https://i5.walmartimages.com/asr/de967a97-fcc6-4824-958c-ebcbcffa7d18_1.73a385678fa6559fcec20874ea7f665e.jpeg,burts bees tinted lip oil gives lips natural kiss color hydrating smoothing lips non sticky formula leaves subtle glossy finish sheer coral shade lightweight texture nourishes lips coconut meadowfoam seed oils lips moist soft smooth apply lip tint oil bare lips lipstick click twist pen soft brush applicator making application easy dazzling shine hint gorgeous color product 100 natural ingredients packaging 100 recyclable burts bees tinted lip oil pampers lips luminous shine hint tint tinted lip color twist click tinted lip oil pen hint color glossy finish splash moisture moisturizing lip color non sticky formula glides smooth soften lips hydrating formula reduces appearance lines wrinkles sheer color use shiny lip gloss bare lips fabulous layered effect apply burts bees lip shimmers lipsticks natural makeup lip oil 100 natural ingredients including meadowfoam coconut oils strengthens lips moisture barrier 6 shades pucker find perfect hue skin tone burts bees lip oil comes 6 flattering sheer coverage shades ranging pinks nudes reds plums,"beauty, beauty, topic, mindful, beauty, mindful, beauty, cosmetics, burt, bees, burts, bees, tinted, lip, oil, gives, lips, natural, kiss, color, hydrating, smoothing, lips, non, sticky, formula, leaves, subtle, glossy, finish, sheer, coral, shade, lightweight, texture, nourishes, lips, coconut, meadowfoam, seed, oils, lips, moist, soft, smooth, apply, lip, tint, oil, bare, lips, lipstick, click, twist, pen, soft, brush, applicator, making, application, easy, dazzling, shine, hint, gorgeous, color, product, 100, natural, ingredients, packaging, 100, recyclable, burts, bees, tinted, lip, oil, pampers, lips, luminous, shine, hint, tint, tinted, lip, color, twist, click, tinted, lip, oil, pen, hint, color, glossy, finish, splash, moisture, moisturizing, lip, color, non, sticky, formula, glides, smooth, soften, lips, hydrating, formula, reduces, appearance, lines, wrinkles, sheer, color, use, shiny, lip, gloss, bare, lips, fabulous, layered, effect, apply, burts, bees, lip, shimmers, lipsticks, natural, makeup, lip, oil, 100, natural, ingredients, including, meadowfoam, coconut, oils, strengthens, lips, moisture, barrier, 6, shades, pucker, find, perfect, hue, skin, tone, burts, bees, lip, oil, comes, 6, flattering, sheer, coverage, shades, ranging, pinks, nudes, reds, plums"
7.0,6.0,3.6,19,"personal, care, incontinence, incontinence",fox valley traders,waterproof incontinence underpants 3 pair,862,https://i5.walmartimages.com/asr/7710ea2c-362b-4531-b31c-13f50f1efada_1.d18a78fdaf12361e634a0d02e7389e51.jpeg,add extra layer bladder control protection underwear clothing wearing pair vinyl incontinence underpants hand washable incontinence underwear feature generous size meant fit easily absorbent bladder control underpants feature non irritating elastic bands waist legs comfortable use alternative plastic underpants rubber underwear incontinence shop vinyl incontinence products pack contains pair set 3 pairs waterproof underwear designed provide leak protection incontinence issues comfortably worn briefs adult diapers features non binding waist leg openings worn day nighttime set 3 pairs waterproof underwear designed provide leak protection incontinence issues comfortably worn briefs adult diapers features non binding waist leg openings worn day nighttime,"personal, care, incontinence, incontinence, fox, valley, traders, add, extra, layer, bladder, control, protection, underwear, clothing, wearing, pair, vinyl, incontinence, underpants, hand, washable, incontinence, underwear, feature, generous, size, meant, fit, easily, absorbent, bladder, control, underpants, feature, non, irritating, elastic, bands, waist, legs, comfortable, use, alternative, plastic, underpants, rubber, underwear, incontinence, shop, vinyl, incontinence, products, pack, contains, pair, set, 3, pairs, waterproof, underwear, designed, provide, leak, protection, incontinence, issues, comfortably, worn, briefs, adult, diapers, features, non, binding, waist, leg, openings, worn, day, nighttime, set, 3, pairs, waterproof, underwear, designed, provide, leak, protection, incontinence, issues, comfortably, worn, briefs, adult, diapers, features, non, binding, waist, leg, openings, worn, day, nighttime"
80.0,1.0,1.0,1,"premium, beauty, premium, bath, body, premium, sun, care, sunscreens",nature republic,nature republic real squeeze aloe vera peeling foot maskx2,872,https://i5.walmartimages.com/asr/6f223972-c1ec-481f-8da4-7ee82d27c333.72b7f9bdd8d71d564ba34e15049288cd.jpeg,,"premium, beauty, premium, bath, body, premium, sun, care, sunscreens, nature, republic,"
98.0,96.0,3.0,5,"beauty, makeup, face, makeup, face, makeup, brands, hard, candy, face, makeup",hard candy,hard candy just face it one step foundation porcelain 11 fl oz,884,https://i5.walmartimages.com/asr/bda5e3be-8e27-41cd-b3b9-9055be9ace6e_1.4feaa016d7a71990f22fcb091d368ba2.jpeg,perfect skin step hard candy face step foundation makeup maven need bottle functions primer concealer foundation dries powdery finish long wearing formula delivers beautifully smooth flawless look blendable buildable coverage minimizes pores regulates oil reduces appearance fine lines hard candy face step foundation perfect skin step formula long wearing,"beauty, makeup, face, makeup, face, makeup, brands, hard, candy, face, makeup, hard, candy, perfect, skin, step, hard, candy, face, step, foundation, makeup, maven, need, bottle, functions, primer, concealer, foundation, dries, powdery, finish, long, wearing, formula, delivers, beautifully, smooth, flawless, look, blendable, buildable, coverage, minimizes, pores, regulates, oil, reduces, appearance, fine, lines, hard, candy, face, step, foundation, perfect, skin, step, formula, long, wearing"
5.0,84.0,3.8,132,"personal, care, shaving, body, hair, removal, waxes, depilatory, cream",nair,nair hair remover moisturizing face cream with sweet almond oil 2oz,887,https://i5.walmartimages.com/asr/607d2b5a-de83-408f-a247-f162046ba792_1.939f32a494bd705023073e01495e1772.jpeg,exudes confidence natural beauty like face saying nair face cream 1 depilatory face cream gentle moisturizing removes facial hair skins surface plus gently exfoliates leaving skin smooth radiant thorough hair removal smooth radiant skin long lasting visible smoothness easy fast pain free 1 hair removal brand,"personal, care, shaving, body, hair, removal, waxes, depilatory, cream, nair, exudes, confidence, natural, beauty, like, face, saying, nair, face, cream, 1, depilatory, face, cream, gentle, moisturizing, removes, facial, hair, skins, surface, plus, gently, exfoliates, leaving, skin, smooth, radiant, thorough, hair, removal, smooth, radiant, skin, long, lasting, visible, smoothness, easy, fast, pain, free, 1, hair, removal, brand"
3.0,97.0,4.6,175,"beauty, skin, care, moisturizers, facial, moisturizers",olay,olay regenerist duo pack cleanser 50 fl oz moisturizer 17 oz,889,https://i5.walmartimages.com/asr/517ddd0a-37de-4e6b-b31b-e55ae0985925.90d859f8330d2bf6af42fca3ce95216a.jpeg,ready gift treat rejuvenating spa like treatment home duo pack invigorated anti aging powerhouses set olay regenerist detoxifying pore scrub cleanser olay regenerist micro sculpting cream help provide visible results brighter skin reduced appearance wrinkles starting day 1 anti aging face cleanser exfoliants deep cleans gently exfoliates dead skin cells spa like prep daily skincare skin immediately smooth refreshed micro sculpting cream completes treatment unique moisture binding formula amino peptide complex ii instantly plumps lifts skin cells advanced formula delivers anti aging ingredients 10 layers deep skins surface correct look deep wrinkles improve skins texture elasticity perfect way achieve fully hydrated ageless skin olay regenerist advanced anti aging cleanser moisturizer duo pack detoxify restore skin olay regenerist advanced anti aging duo pack anti aging benefits olay regenerist system convenient set size products deep clean detoxify reveal smooth skin olay regenerist detoxifying pore scrub cleanser charge olay regenerist micro sculpting face moisturizer cream visible wrinkle results day 1 luxurious skincare infused hyaluronic acid amino peptide complex ii niacinamide vitamin b3,"beauty, skin, care, moisturizers, facial, moisturizers, olay, ready, gift, treat, rejuvenating, spa, like, treatment, home, duo, pack, invigorated, anti, aging, powerhouses, set, olay, regenerist, detoxifying, pore, scrub, cleanser, olay, regenerist, micro, sculpting, cream, help, provide, visible, results, brighter, skin, reduced, appearance, wrinkles, starting, day, 1, anti, aging, face, cleanser, exfoliants, deep, cleans, gently, exfoliates, dead, skin, cells, spa, like, prep, daily, skincare, skin, immediately, smooth, refreshed, micro, sculpting, cream, completes, treatment, unique, moisture, binding, formula, amino, peptide, complex, ii, instantly, plumps, lifts, skin, cells, advanced, formula, delivers, anti, aging, ingredients, 10, layers, deep, skins, surface, correct, look, deep, wrinkles, improve, skins, texture, elasticity, perfect, way, achieve, fully, hydrated, ageless, skin, olay, regenerist, advanced, anti, aging, cleanser, moisturizer, duo, pack, detoxify, restore, skin, olay, regenerist, advanced, anti, aging, duo, pack, anti, aging, benefits, olay, regenerist, system, convenient, set, size, products, deep, clean, detoxify, reveal, smooth, skin, olay, regenerist, detoxifying, pore, scrub, cleanser, charge, olay, regenerist, micro, sculpting, face, moisturizer, cream, visible, wrinkle, results, day, 1, luxurious, skincare, infused, hyaluronic, acid, amino, peptide, complex, ii, niacinamide, vitamin, b3"
4.0,62.0,5.0,2,"personal, care, feminine, care, feminine, care",unknown,5 pcsset bamboo charcoal heavy flow menstrual sanitary pads set reusable cloth feminine menstrual pads  1 pc washable wet bag,904,https://i5.walmartimages.com/asr/03d7e80a-2389-4575-be18-ed027e1c7ebb_1.f23580eeeae40abdf8b6aadedd1f51ab.jpeg,package included 5 x menstrual panty random 1 x bag condition brand new item type sanitary pad material cotton bamboo charcoal fiber ultrafine fiber size x color multi randomly optional type black bamboo charcoal red bamboo charcoal white bamboo charcoal features washable reusable cost effective practical quality soft absorbent micro fiber stay dry feel soft fabric outer layer comfortable skin disposable pads middle layer adopt microfiber reusable sanitary pad super absorbent inner layer skin adopt bamboo charcoal fiber soak liquid neutralize smells comes wings snap design better fasten pads underwear security feel embarrassing sanitary pad reduce number womens gynecological diseases let comfortable physiological experience notes package included 5 x menstrual panty random 1 x bag washable reusable cost effective practical optional type black bamboo charcoal red bamboo charcoal white bamboo charcoal,"personal, care, feminine, care, feminine, care, , package, included, 5, x, menstrual, panty, random, 1, x, bag, condition, brand, new, item, type, sanitary, pad, material, cotton, bamboo, charcoal, fiber, ultrafine, fiber, size, x, color, multi, randomly, optional, type, black, bamboo, charcoal, red, bamboo, charcoal, white, bamboo, charcoal, features, washable, reusable, cost, effective, practical, quality, soft, absorbent, micro, fiber, stay, dry, feel, soft, fabric, outer, layer, comfortable, skin, disposable, pads, middle, layer, adopt, microfiber, reusable, sanitary, pad, super, absorbent, inner, layer, skin, adopt, bamboo, charcoal, fiber, soak, liquid, neutralize, smells, comes, wings, snap, design, better, fasten, pads, underwear, security, feel, embarrassing, sanitary, pad, reduce, number, womens, gynecological, diseases, let, comfortable, physiological, experience, notes, package, included, 5, x, menstrual, panty, random, 1, x, bag, washable, reusable, cost, effective, practical, optional, type, black, bamboo, charcoal, red, bamboo, charcoal, white, bamboo, charcoal"
1.0,56.0,4.5,54,"household, essentials, air, fresheners, spray, air, fresheners, trigger, spray, trigger, spray",good air,yankee candle co 15oz goodair room spray 1348276,923,https://i5.walmartimages.com/asr/f5d6bd7a-a8f8-4c10-a61a-4cad4d5740c2_1.f4285774882b188f71791ad77e37db0d.jpeg,freshen air yankee candle room spray oz goodair 1348276 contains odor eliminating compounds delivers consistent concentrated fragrance yankee air freshener spray ideal use home car rv office lockers diaper pails pet areas bathrooms closets works fast remove odors leaves fresh scent yankee candle co oz good air room spray 1348276 contains odor eliminating neutralizing compounds fill room scent 4 hours instant acting spray immediate freshness size oz fragrance plain clean container type aerosol package quantity 1 package type press deliver metered consistent concentrated fragrance time good air concentrated spray air freshener removes strong odors,"household, essentials, air, fresheners, spray, air, fresheners, trigger, spray, trigger, spray, good, air, freshen, air, yankee, candle, room, spray, oz, goodair, 1348276, contains, odor, eliminating, compounds, delivers, consistent, concentrated, fragrance, yankee, air, freshener, spray, ideal, use, home, car, rv, office, lockers, diaper, pails, pet, areas, bathrooms, closets, works, fast, remove, odors, leaves, fresh, scent, yankee, candle, co, oz, good, air, room, spray, 1348276, contains, odor, eliminating, neutralizing, compounds, fill, room, scent, 4, hours, instant, acting, spray, immediate, freshness, size, oz, fragrance, plain, clean, container, type, aerosol, package, quantity, 1, package, type, press, deliver, metered, consistent, concentrated, fragrance, time, good, air, concentrated, spray, air, freshener, removes, strong, odors"
19.0,9.0,4.1,445,"beauty, beauty, brands, covergirl, covergirl, lipstick",covergirl,covergirl outlast allday custom reds lip color 860 unique burgundy 013 oz,948,https://i5.walmartimages.com/asr/a77513a2-3dc9-4a51-8544-943a5ca81500_1.6ad73110d39d2cfa888c62b74f026ba5.jpeg,need long wear lip color lasts advanced formula lip color topcoat boasts resilient brilliant coverage color shine gives 24 hours color stays true best 2 steps outlasts long lasting lipstick color topcoat kiss proof food proof transfer resistant color lip stick lasts 24 hours provides instant moisture long wear lip color lasts advanced formula lip color topcoat boasts resilient brilliant coverage color shine gives 24 hours color stays true best 2 steps outlasts long lasting lip color topcoat kiss proof food proof transfer resistant color lasts 24 hours provides instant moisture lip,"beauty, beauty, brands, covergirl, covergirl, lipstick, covergirl, need, long, wear, lip, color, lasts, advanced, formula, lip, color, topcoat, boasts, resilient, brilliant, coverage, color, shine, gives, 24, hours, color, stays, true, best, 2, steps, outlasts, long, lasting, lipstick, color, topcoat, kiss, proof, food, proof, transfer, resistant, color, lip, stick, lasts, 24, hours, provides, instant, moisture, long, wear, lip, color, lasts, advanced, formula, lip, color, topcoat, boasts, resilient, brilliant, coverage, color, shine, gives, 24, hours, color, stays, true, best, 2, steps, outlasts, long, lasting, lip, color, topcoat, kiss, proof, food, proof, transfer, resistant, color, lasts, 24, hours, provides, instant, moisture, lip"
63.0,55.0,4.7,7,"health, aromatherapy, essential, oils, essential, oils",homedics,homedics lavender essential oil 15 ml armheo15lavwm,975,https://i5.walmartimages.com/asr/058c56c0-6fbd-4632-b5d1-d96b72c84c85_1.1bac60e63029d6ac28307916df799982.jpeg,100 pure lavender lavandula angustifolia essential oil calming soothing relaxing comforting herbaceous perfect diffusers topically carrier oil premium dark violet bottle child safe cap suggested use place 5 7 drops diffuser topical use dilute carrier oil sealed premium dark violet glass bottle protect essential oils precious qualities includes childproof cap safety bottled usa lavender 100 pure essential oil calming soothing relaxing making great use bedtime comforting scent wonderful diffusing applied topically blended carrier oil lavender classic staple essential oil enthusiasts collection addition blends essential oils like peppermint sage relax relaxing lavender perfect diffuse bedtime mix try blending lavender essential oils like peppermint,"health, aromatherapy, essential, oils, essential, oils, homedics, 100, pure, lavender, lavandula, angustifolia, essential, oil, calming, soothing, relaxing, comforting, herbaceous, perfect, diffusers, topically, carrier, oil, premium, dark, violet, bottle, child, safe, cap, suggested, use, place, 5, 7, drops, diffuser, topical, use, dilute, carrier, oil, sealed, premium, dark, violet, glass, bottle, protect, essential, oils, precious, qualities, includes, childproof, cap, safety, bottled, usa, lavender, 100, pure, essential, oil, calming, soothing, relaxing, making, great, use, bedtime, comforting, scent, wonderful, diffusing, applied, topically, blended, carrier, oil, lavender, classic, staple, essential, oil, enthusiasts, collection, addition, blends, essential, oils, like, peppermint, sage, relax, relaxing, lavender, perfect, diffuse, bedtime, mix, try, blending, lavender, essential, oils, like, peppermint"
2.0,71.0,4.3,141,"beauty, makeup, eye",elf,elf beautifully bare cheeky glow soft rose,801,https://i5.walmartimages.com/asr/24bb0557-8650-4d6a-8f84-00ea2b3504a2_1.7c5067755c7f10f5fede91e2c58f24f3.jpeg,beautifully bare cheeky glow weightless cream powder blush creates fresh natural glow nourishing argan oil vitamin e infused formula lip tint eyeshadow proud cruelty free worldwide kindness chic cream powder blush creates natural glow infused argan oil vitamin e 100 vegan cruelty free,"beauty, makeup, eye, elf, beautifully, bare, cheeky, glow, weightless, cream, powder, blush, creates, fresh, natural, glow, nourishing, argan, oil, vitamin, e, infused, formula, lip, tint, eyeshadow, proud, cruelty, free, worldwide, kindness, chic, cream, powder, blush, creates, natural, glow, infused, argan, oil, vitamin, e, 100, vegan, cruelty, free"
99.0,96.0,4.2,10,"home, improvement, safety, equipment, gear",odor eaters,odor eaters ultra durable odor wetness insoles 1 pair,802,https://i5.walmartimages.com/asr/c2a22fce-989d-4053-af63-8cd0801aa896_1.92085d8e8dfb584a15064327aedbdc74.jpeg,odor eaters ultra durable insoles heavy duty cushioning destroy foot odor super activated charcoal baking soda zinc oxide powerful odor blockers insoles draw perspiration feet stay drier feel comfortable ultra durables heavy duty extra sturdy construction designed longer wear outstanding cushioning hard working feet product size trim fit destroys odor super activated charcoal baking soda zinc oxide powerful odor blockers controls wetness draws perspiration feet stay drier feel comfortable durable heavy duty construction longer wear outstanding cushioning day effectiveness size trim fit,"home, improvement, safety, equipment, gear, odor, eaters, odor, eaters, ultra, durable, insoles, heavy, duty, cushioning, destroy, foot, odor, super, activated, charcoal, baking, soda, zinc, oxide, powerful, odor, blockers, insoles, draw, perspiration, feet, stay, drier, feel, comfortable, ultra, durables, heavy, duty, extra, sturdy, construction, designed, longer, wear, outstanding, cushioning, hard, working, feet, product, size, trim, fit, destroys, odor, super, activated, charcoal, baking, soda, zinc, oxide, powerful, odor, blockers, controls, wetness, draws, perspiration, feet, stay, drier, feel, comfortable, durable, heavy, duty, construction, longer, wear, outstanding, cushioning, day, effectiveness, size, trim, fit"
97.0,8.0,4.4,17,"health, vitamins, supplements, energy, support, supplements, b, complex, vitamins",sundown naturals,sundown naturals vitamin b12 complex sublingual liquid 2 ounces,816,https://i5.walmartimages.com/asr/ea2ee7cc-24a5-425d-9d01-5f6c2c2a5e72_1.cc8931834dd94384c6c9f2ccda8300af.jpeg,sundown naturals sublingual liquid b complex natural flavors tastes great nt easier simply hold tongue dissolve swallow fast acting support easy tasty way help body convert food energy feel great day ahead sublingual liquid b complex helps support nervous system health sundown naturals vitamin complex sublingual liquid 2 ounces easy tasty way help body convert food energy dropperful supplies excellent source b vitamins supports nervous system health non gmo certified gluten free statements evaluated food drug administration product intended diagnose treat cure prevent disease,"health, vitamins, supplements, energy, support, supplements, b, complex, vitamins, sundown, naturals, sundown, naturals, sublingual, liquid, b, complex, natural, flavors, tastes, great, nt, easier, simply, hold, tongue, dissolve, swallow, fast, acting, support, easy, tasty, way, help, body, convert, food, energy, feel, great, day, ahead, sublingual, liquid, b, complex, helps, support, nervous, system, health, sundown, naturals, vitamin, complex, sublingual, liquid, 2, ounces, easy, tasty, way, help, body, convert, food, energy, dropperful, supplies, excellent, source, b, vitamins, supports, nervous, system, health, non, gmo, certified, gluten, free, statements, evaluated, food, drug, administration, product, intended, diagnose, treat, cure, prevent, disease"
2.0,40.0,4.7,407,"personal, care, bath, body, body, lotions, creams",lubriderm,lubriderm daily moisture body lotion for sensitive skin 16 fl oz,820,https://i5.walmartimages.com/asr/4216c3d2-cb40-431d-97f0-5d40bb9486e5.78056a6a30449682491b9bffca4a77f9.jpeg,lubriderm daily moisture lotion sensitive skin specially formulated hydrate sensitive skin dermatologist developed brand daily body lotion clinically shown moisturize skin 24 hours sensitive skin feels comfortable day lotion unscented enriched vitamin b5 skin essential moisturizers naturally found healthy skin help improve skins moisture barrier non greasy formula fragrance free contains dyes lanolin 16 fl oz pump bottle lubriderm daily moisture body lotion sensitive skin helps hydrate sensitive skin body lotion clinically shown moisturize skin 24 hours enriched vitamin b5 skin essential moisturizers naturally found healthy skin helps improve skins moisture barrier specially developed sensitive skin feels comfortable day non greasy lotion unscented free dyes lanolin lubriderm dermatologist developed brand,"personal, care, bath, body, body, lotions, creams, lubriderm, lubriderm, daily, moisture, lotion, sensitive, skin, specially, formulated, hydrate, sensitive, skin, dermatologist, developed, brand, daily, body, lotion, clinically, shown, moisturize, skin, 24, hours, sensitive, skin, feels, comfortable, day, lotion, unscented, enriched, vitamin, b5, skin, essential, moisturizers, naturally, found, healthy, skin, help, improve, skins, moisture, barrier, non, greasy, formula, fragrance, free, contains, dyes, lanolin, 16, fl, oz, pump, bottle, lubriderm, daily, moisture, body, lotion, sensitive, skin, helps, hydrate, sensitive, skin, body, lotion, clinically, shown, moisturize, skin, 24, hours, enriched, vitamin, b5, skin, essential, moisturizers, naturally, found, healthy, skin, helps, improve, skins, moisture, barrier, specially, developed, sensitive, skin, feels, comfortable, day, non, greasy, lotion, unscented, free, dyes, lanolin, lubriderm, dermatologist, developed, brand"
33.0,12.0,5.0,2,"personal, care, bath, body, body, lotions, creams",alaffia,alaffia body lotion vanilla 32 oz,830,https://i5.walmartimages.com/asr/2988c323-cb6f-4a45-9bd7-9029d981630c_1.d65b6410f1b5a72233cdab07e25e153b.jpeg,alaffia skin care formulated balance science tradition holistically benefit skin communities environment everyday shea vanilla body lotion prepared fair trade shea butter calming lemongrass antioxidant rich shea leaf soothing pure vanilla body lotion vanilla 32 oz,"personal, care, bath, body, body, lotions, creams, alaffia, alaffia, skin, care, formulated, balance, science, tradition, holistically, benefit, skin, communities, environment, everyday, shea, vanilla, body, lotion, prepared, fair, trade, shea, butter, calming, lemongrass, antioxidant, rich, shea, leaf, soothing, pure, vanilla, body, lotion, vanilla, 32, oz"
73.0,83.0,4.0,2,"premium, beauty, premium, makeup, premium, face, premium, foundation",dermacol,dermacol makeup cover full coverage foundation  100 original guaranteed,849,https://i5.walmartimages.com/asr/930f172e-f886-469a-a42f-b5495d6387bb_1.be46685582a00a5755a311445edc1fc2.jpeg,,"premium, beauty, premium, makeup, premium, face, premium, foundation, dermacol,"
1.0,55.0,1.8,5,"premium, beauty, premium, facial, skincare, premium, eye, cream, treatments",elizabeth arden,elizabeth arden ceramide capsules daily youth restoring eye serum 60 ct,875,https://i5.walmartimages.com/asr/ae5a5f74-d8b9-4af4-bd67-89c74cac9e3c_1.608bd130136e3c07748291a697345d13.png,,"premium, beauty, premium, facial, skincare, premium, eye, cream, treatments, elizabeth, arden,"
94.0,61.0,5.0,1,"beauty, skin, care, facial, cleansers, facial, wipes",olay,olay wet cleansing cloths sensitive skin 30 ea pack of 2,887,https://i5.walmartimages.com/asr/f6fd390f-7fc6-4fb1-ac04-7a16e044a0f9_1.fd5b010c26046c6d2e4f0143f69bc7c2.jpeg,free shipping pack 2 pack 2 upc 075609041211 heading manufacturer p g beauty,"beauty, skin, care, facial, cleansers, facial, wipes, olay, free, shipping, pack, 2, pack, 2, upc, 075609041211, heading, manufacturer, p, g, beauty"
